year,title,abstract,winner,university,degree
2005,Automatic Digicromatography: Colorizing the Images of the Russian Empire,"A hundred years ago, before color photography existed, a Russian scholar Prokudin-Gorskii attempted to create color photographs by taking three black and white exposures of the same scene through three filters: blue, green and red, to be displayed using a special triple lens projector. Today, a little less than two thousand negatives survive and are available in digital format on the Library of Congress website. A color image can be reconstructed from a three-channel negative by manual alignment and careful color adjustment, termed digicromatography. However, the manual process is too time-consuming to be used on the entire collection, so an automated approach is needed. In this work we have investigated several ways of automating digichromatography. After the initial automatic color alignment using the Gaussian pyramid and affine warping, there are three types of image artifacts that must be fixed: 1) local level artifacts such as extreme red/green/blue spots from dirt particles on the negatives; 2) mid-level artifacts such as gradual region color change; 3) global artifacts such as unnatural or bleak color in the whole picture. We have applied different image processing techniques for each of these types of artifacts. Our completely automatic approach demonstrates promising results on many of the images.",,Carnegie Mellon,Computer Science
2005,Authentication and Access Control in Multi-agent Systems,"In a multi-agent system that is dedicated to personal task management, information flows within the system is usually sensitive and should be accessible by only a limited set of people. Some unique properties of the system raise different engineering challenges for the design and implementation of security and access control mechanism: Interpretations of information on different agents have different level of granularity and it can flow through nodes belong to different entities. We propose two design principles for determining when and how access control is enforced: (1) perform access control as early as possible (2) by using all information the system can obtained at that time. In this research, we focus on the RADAR Project as an example of such multi-agent systems. RADAR (Reflective Agents with Distributed Adaptive Reasoning) is a software-based cognitive personal assistant that helps people manage their routine tasks such as answering emails, scheduling meetings, and updating websites. In order to complete the tasks, agents in RADAR communicate with each other to obtain task-related information. In this paper, we describe how we apply the proposed design principles by implementing two levels of information access control policies in RADAR. The policies are configurable and can be applied efficiently in any multi-agent systems.",,Carnegie Mellon,Computer Science
2005,Towards a General Knowledge Representation Language,"In the history of AI, there have been many different knowledge representation languages for different purposes: production systems for fine-grained control, logics for propositions, frames for categories, programming languages for abstract procedures, Bayes nets for probabilistic reasoning, and others. Each language is good at representing certain types of knowledge (e.g. uncertainty, groups, patterns), but bad at representing many others. A complete AI agent, however, must be able to represent all major types of knowledge. This thesis has begun to address this problem of designing a general knowledge representation language. The first part of this thesis organized the research program. We first identify the major types of knowledge. We then present insights on knowledge representation from many disciplines (cognitive psychology, linguistics, common sense reasoning, etc.). Many such ideas clash with the current paradigm: human knowledge is context specific, three-year olds can reason in second-order logic, the Tower of Hanoi is an atypical problem, and first-order logic is a small subset of English. We present benchmark problems for measuring the capabilities of proposed languages. Finally, we identify the strengths and weaknesses of the major existing knowledge representation languages. For the second part of this thesis, we developed a new knowledge representation language (or, more aptly, cognitive system) that aims to integrate as many types of knowledge as possible. The system draws ideas from many existing languages. It aims for the declarative expressiveness of logics, the conceptual clarity of frames, the fine-grain control of production systems, and the abstract procedural organization of programming languages. We present an implementation of the system, analyze its capabilities, and demonstrate it on a set of knowledge representation problems.",,Carnegie Mellon,Computer Science
2005,An Efficient Implementation of the AKS Polynomial-Time Primality Testing Algorithm,"In their ""PRIMES is in P"" paper, Agarwal, Kayal, and Saxena (2002) provided a deterministic, polynomial-time algorithm for testing a number for primality. My work focuses on determining the real-world performance of the AKS algorithm. Implementation issues are discussed in detail, and empirical results presented. The performance of AKS is compared to other primality testing algorithms such as sieving, trial divisions, and Rabin-Miller.",,Carnegie Mellon,Computer Science
2005,Visualizing Robot Behavior with Self-Generated Storyboards,"Achieving intelligent behavior on a mobile robot requires a mix of sensory processing, navigation, object manipulation, and human-robot interaction. Behavioral routines are often programmed as a collection of finite state machines, with states corresponding to actions, and state transitions triggered by asynchronous sensory events or timer expirations. Debugging these complex real-time behaviors or making them intelligible to a human observer can be challenging. Development of GUI tools can help programmers simplify this process. In this project, we develop a graphical ""storyboard"" representation for visualizing a robot's behavior over time. Such a representation has uses beyond debugging. It can be used to make a robot's behavior comprehensible to its users. And it can provide a visual record of the robot's ""performance"" on a task, suitable for publication or display. The tool allows user to manipulate state machine diagram and automatically generate a storyboard view, based on layout of the state machine, from robot's execution traces. The tool is implemented in Java on a PC, and communicates with a Sony AIBO robot dog running the Tekkotsu application development framework developed at Carnegie Mellon.",,Carnegie Mellon,Computer Science
2005,Obstacle Map Construction from Aerial Information for Unmanned Ground Vehicle Navigation,"Unmanned Vehicle navigation has received heavy attention from the robotics community. The ground view of terrain, however, is insufficient for many unmanned ground vehicle purposes. A vehicle navigating at high speeds in off-road environments may be unable to react to negative obstacles such as large holes and cliffs. The PerceptOR project attempts to complement the sensing capabilities of an unmanned ground vehicle with terrain elevation data gathered from an unmanned helicopter. This information can often be misleading. For example, the aerial vehicle will perceive tree canopies as solid, impenetrable obstacles, leading the ground vehicle to entirely avoid areas which it may have been able to navigate with relative ease. A body of water, on the other hand, will be falsely identified as ideal terrain for vehicle navigation. My research explores techniques to significantly improve automated obstacle detection by utilizing additional sensor information such as color and signal reflectance. I exhibit methods to represent this sensor data in such a way that a neural network can successfully train on a small set of labeled data in order to classify a much larger map. Additionally, I show how these algorithms can be customized for the intended vehicle's capabilities in order to create more accurate obstacle maps that can be then used for path planning.",,Carnegie Mellon,Computer Science
2005,BeatLib: A general-purpose beat detection library,"For most modern music, the concept of the beat or rhythm is important to both the understanding and description of the music. For automated music interpretation and analysis, an algorithm for determining the beat of a song is necessary. The ""beat"" or ""tempo"" corresponds to a periodic framework around which elements of the music are arranged. It is a perceptual construct recognizable to most people regardless of musical training. From an analytical standpoint, beat can be broken down into two values: the period (length of time from beat to beat) and the phase (location of first beat relative to start time of the music). Several algorithms have been designed to find the beat of music, but they tend to approach the problem from different and incompatible angles. A standardized interface library would allow the best aspects of multiple algorithms to be combined and leveraged against beat detection problems. BeatLib is a toolkit of interfaces and components allowing for detectors to be constructed in an interchangeable fashion. It serves as a common-ground platform for comparison testing, and the modular design allows for new systems to be built from previously-constructed detectors. The system uses messages that are passed along strongly-typed connections between data sources and data sinks. Using the BeatLib framework, we implement Scheirer's and Goto's algorithms for beat detection and compare the two against beat information assigned by a human listener.",,Carnegie Mellon,Computer Science
2006,Blocks World Vision for the AIBO Robot,"Robust visual object recognition is still a largely unsolved problem. On the AIBO robot, color segmentation is robust,so object recognition in the Tekkotsu visual framework is based on mono-chromatic objects whose appearance does not change with orientation. This research seeks to expand upon existing object recognition tools by developing ways to detect objects with more complex features, multiple colors, and appearances that change based on orientation. The research focuses on developing algorithms to identify brick-shaped objects in the image seen by the robot. One approach recognizes the edge features that are invariant in a brick object. Line extraction algorithms are developed and applied to the image, and possible bricks are then extracted from the lines in the image based on relative size and orientation of sets of lines. In a differing approach, knowledge of the colors of the faces of bricks is used to find adjacent blobs of color that could be brick faces. The corners of these blobs are extracted to find more precise information about the size and shape of the brick. These algorithms are tested on many different brick objects, and their applicability toward other regular shapes (cylinders and pyramids) is considered.",,Carnegie Mellon,Computer Science
2006,Haplotype Motif Partitioning for Association Studies,"Since the first full genome was sequenced in 1995, the amount of available genomic data has grown exponentially. Utilizing patterns of variation, called haplotypes, has allowed scientists to begin drawing correlations between an organism's genetic code and the characteristics that manifest themselves, i.e. hair color, height, tendency towards depression. While several methods for finding haplotypes have been explored, one model, the haplotype motif model, is especially promising. Motifs are intended to capture conserved variation while relaxing some of the constraints imposed by previous methods. The model is designed to test whether correlation information in haplotypes is lost by the more rigid models. Finding the minimum number of motifs is an APX hard problem. So, the focus of my research has been to find an approximation to the solution. One approach is to use an integer programming formulation of the problem. To test how well the approximation algorithm finds useful motifs, this paper looks at compression ability and performance in association testing. The results are compared to two haplotype block models.",,Carnegie Mellon,Computer Science
2006,How are Faces Special? Eccentricity Bias as a Feasible Computational Inferotemporal Cortex Organization,The investigation of face and object representation in the brain has recently been intensified as brain imaging technologies have opened up new possibilities. This work investigates the degree to which retinotopic and metabolic constraints influence representation of faces and objects in the brain. The metabolic constraints will be investigated by recourse to the efficient coding of faces and houses using ICA. The retinotopic constraints will be investigated by seeing how the eccentricity bias in retinotopic representations may segregate the neural representation of faces and houses both topogrpahically and in a way that is scale-invariant.,,Carnegie Mellon,Computer Science
2006,Interactive Ownership Type Inference,"Ownership types have the potential to strengthen encapsulation in object-oriented programming languages. However, annotating existing code can be tedious, and fully automated ownership type inference has not worked well enough, with the result that it is difficult to obtain the benefits of ownership types in practice. We address this problem with an interactive ownership type inference tool that obtains information from the programmer about intended encapsulation properties and use this to infer ownership types. This will allow developers to quickly annotate existing code, enabling them to obtain the benefits of ownership types.",,Carnegie Mellon,Computer Science
2006,Mixture Model for Approximate Inference in Bayesian Networks,"Bayes Net is a useful tool for reasoning under uncertainty. However, exact inference in Bayes Net is generally an NP-Hard problem. In this thesis, we propose an approximate inference algorithm which trains a hierarchical mixture model to answer marginal queries in a given Bayes Net. The mixture model can be thought of as a hierarchical clustering indexing structure which allows fast learning and inference. We use a large number of hidden classes for accuracy while taking advantage of the unlimited training data generated by the Bayes Net. This method can also be used to do inference in hybrid Bayes Nets which is a difficult problem in general.",,Carnegie Mellon,Computer Science
2006,Real-Time Visual Robot Detection and Modeling with Situational Awareness,"Visual object recognition and world state modeling is a challenging problem for a mobile robot. This problem is even more difficult on the AIBO robot platform, which must rely only on local sensor information retrieved from a single monocular camera with limited viewing angle. In the RoboCup domain, specifically the 4-legged league, teams of AIBO robots play soccer against one another. Our research focuses on the visual detection and motion modeling of teammate and opponent robots on the playing field in order to build a more accurate model of the game state. Modeling teammate and opponent robots allows for the creation and improvement of a wide range of game behaviors, which our research also focuses on. Some example behaviors include path planning and obstacle avoidance, passing between teammates, teammate coordination, improved defensive and offensive strategy and positioning, avoidance of penalties caused by pushing robots, and searching for and retrieving the ball.",,Carnegie Mellon,Computer Science
2006,Thumb Based Interaction Techniques for Input on a Steering Wheel,"As more systems that require user input are integrated into motor vehicles or carried in by the driver, it is necessary to investigate new interaciton techniques that are well suited for in-vehicle interaction. The systems today include navigation/information systems, MP3 players, satellite radios, and cellular phones, PDAs, and more will certainly be available in the future or carried into the vehicle by the user. Current interaction techniques in automobiles mostly use buttons, custom knobs or on-screen keyboards, which require the user's visual attention. A proposed alternative is voice recognition; but it has numerous drawbacks, including low accuracy in general, susceptibility to environmental noise, vulnerability to user differences, and a tendency to convey greater intelligence than warranted. In order for in-vehicle user input to be safe and feasible, it is necessary to investigate interaction techniques that allow the driver to focus on the road by minimizing required visual attention and movement away from the steering wheel. This research is investigating interaction techniques that rely on the use of the driver's thumb on a touch-sensitive portion of the steering wheel. Selection task and text entry tasks will be evaluated while stationary and during simulated driving. Selection task that will be tested include: clutching, relative displacement and dialing. Text entry task will be evaluated using gestural input techniques and also selection based soft-keyboards. The selection task and text entry task will be compared to current methods in terms of speed, accuracy and also impact on simulated driving performances.",,Carnegie Mellon,Computer Science
2006,Methods for Extracting Names from Websites Containing Lists of People,"For my thesis I have developed an automated system for extracting people's names from websites containing lists of people. The contents of these websites describe attributes common to the people listed. This public information has strategic value, such as demonstrating who tends to appear at similar events. Unlike traditional named entity recognition (NER) we are extracting names embedded in HTML without natural language context. We use a hidden markov model (HMM) to segment the document's HTML source in order to extract entire names. Engineering features for this classifier led us to several general types of features useful for segmenting text in structured documents. Rosters may order first and last names in many ways. A first/last classifier determines the ordering used by each document using dictionaries to provide partial knowledge of the distribution of names across token positions. The first/last classifier uses the two dimensional coordinates of text as it would appear when rendered by a browser in order to abstract away the HTML. The HMM segmenter was able to achieve 95% precision and 91% recall while the first/last classifier achieved 84% precision and 82% recall, on average in a corpus of 37 documents containing approximately 10,000 names.",,Carnegie Mellon,Computer Science
2006,Distributed Detection of New Virus Threats in Large Scale Networks,"The goal of this research was to explore the possibility of extending the ideas exposed by John von Neumann in the paper Probabilistic Logics and the Synthesis of Reliable Organisms from Unreliable Components to build a very large scale intrusion detector system able to detect new cyber-attacks with higher reliability than its components. Specifically, the objective of this project was to design an information processor made of many components networked in such a way that the probability of false positive and false negative is smaller than is the case of the components. The first phase of the work consisted of familiarization with the details of the paper. Von Neumann described a system of ""organs"" in a nervous system. These ""organs"" were unlike their analogues, the heart or lungs. Rather the term described a small unit or component. Each organ had some chance of misfiring, termed epsilon. As a result, von Neumann's paper discussed a method of merging data together from a variety of organs so as to reduce the effect of ""faulty"" data. In addition, his paper addressed the issue of different messages being detected by different sensors. Von Neumann provided a method for combining this information by using properties of large numbers to find the ""true state"" of the system. We are currently investigating whether von Neumann's nervous system structure can be applied to anti-virus detection. Unlike the nervous network established by von Neumann to transmit a single, binary single, the proposed virus detection network must make affordances for other critical pieces of data: multiple viruses/different signatures, time discrepancy, and virus spread. In our paper, we investigate possible solutions to these aspects of the application of von Neumann's work to that of a virus detection network. In particular, a virus detection system must make more contact with the world of anomaly (the main mechanism for that kind of detection), as realized by operating system calls. The main idea is to examine how detectors using such system calls can exchange information so that their aggregated probability of false positive and false negative is much smaller than their corresponding individual probabilities.",,Carnegie Mellon,Computer Science
2006,Linearity for Objects,"Linear type systems guarantee that no copies are made of certain program values. The Ego language is a foundational calculus which adds linearity to object oriented languages. Ego allows changes to be made to the interface of an object, such as the addition or removal of methods, as long as such an object is linear, i.e., there exists only one reference to it. However, this linearity constraint is often unwieldy and hard to program with. We extend Ego with a linguistic primitive for temporarily relaxing the linearity guarantee. Ego allows objects to be linear and enforces that only one reference exists such an object. We allow multiple references to linear objects in certain expressions by borrowing references to these objects. Borrowing annotates the type of the reference with a region, which is a unique token indicating where the reference was borrowed. We disallow references with types containing regions that are not currently borrowed. We use this to temporarily make multiple references to an object in a given expression but enforce that outside this expression only one reference exists.",,Carnegie Mellon,Computer Science
2006,Enhancing Motion Data with Head and Eye Motion,"Motion capture is a widely used method for synthesizing character animations exhibiting natural motion. However, in most cases head movement and facial expressions are not captured and this leads to zombie-likeness from the neck up for character animations generated using this method. I am developing a model that takes existing motion capture data and automatically generates natural head and eye movements using the character's posture and environmental interaction.",,Carnegie Mellon,Computer Science
2006,Managing and Monitoring Spectrum Usage in a Wireless Network,"Cheap and easy installation of the wireless devices enabled the large number of wireless network deployments in many places. Howeveer, since there are only three-non-interfering channels in 802.11, interference between wireless devices will be major problem in sustaining the high efficiency and stability of wireless network. To reduce the interference in network, it is crucial for each device to know other device's activity and configuration in network. For example, the administrator need to determine the interfering sets of the access points and activity level of each access point to adjust the configuration to reach the ideal environment. One of the suggested solutions to this problem is to monitor the wireless activity of the network by running configuration and monitoring software in the access points. Upon receiving the wireless activity in the database, the network administrator can analyze the wireless activity in the real time and configure the access points to increase the total efficiency of the network. The real time wireless activity monitoring is the crucial part to understand the problems in the wireless network environment.",,Carnegie Mellon,Computer Science
2006,"Dynamic Architecture Reconstruction with Java 2, Enterprise Edition","Successful software system development depends on making good architectural decisions early in the design process, which are difficult to change and most critical to get right. In this architecture-based development, one of the challenging problems is to ensure that the implementation conforms to the architecture. In order to determine or enforce consistency between the architecture and its implementation, this research describes a technique that examines and monitors a system's dynamic runtime behavior. From the observation, in principle, we can infer its dynamic architecture which involves changes in the overall system configuration or the progress of the computation. Furthermore, by introducing a technique that maps low-level system events to high-level architectural representation using Colored Petri Nets, we can have a more accurate image of what is going on in the real system. This research covers dynamic architecture reconstruction for J2EE(tm) platform based software systems to demonstrate the practical applicability of the technqiues.",,Carnegie Mellon,Computer Science
2006,Learning Others' Calendars,"This work develops a method for learning about the meetings in others calendars based on their responses during the process of meeting scheduling. We gradually build up a probability distribution of meeting types for each possible timeslot in another users calendar. As we gain more information about other users calendars through additional negotiations, for example over the course of a semester, this distribution converges on the other user's actual calendar. This information can be used to speed the meeting negotiation process or to help users schedule meetings to their own benefit. This work is designed to integrate into the CMRadar project.",,Carnegie Mellon,Computer Science
2006,Managing and Monitoring Spectrum Usage in a Wireless Network,"In a large wireless network deployment, there are many questions for which the answers are either very expensive or even impossible to find. For example: How does a network administrator determine if a drop in network efficiency of one access point is due to interference from nearby access points or increase in load?How does one access point A tell access point B that access point B is interfering with A's communication? How do I make the access points configure itself so I won't have to worry about these questions? Currently, to answer these questions, a network administrator must perform a very expensive site survey. While the site survey will inform the administrator about any network interference and help him or her configure the wireless network, it will not provide constant monitoring to inform him or her of a change in the wireless network environment.The Solution. Our solution to monitoring the spectrum usage of a wireless network and configuration of the access points is to put the monitoring software and configuration software on the access points themselves. This way, a network administrator could simply add new access points in any convenient area with a network connection and not worry about the new access points adversely affecting the existing deployment. The configuration software will retrieve the current picture of the wirelss network from the old access points and configure themselves accordingly. The monitoring software will build a local image of the wireless spectrum on each access point and share that image to the entire network to build a global tapestry of the wireless spectrum.",,Carnegie Mellon,Computer Science
2006,Autonomic Computing: Learning to Repair Systems Effectively,"The goal of this research is to integrate known supervised learning methods into an autonomic computer system. The current RAINBOW architecture models a system where an adaptation engine looks at the system state to assess problems and determines a proper course of action based on pre-programmed expertise. However, in circumstances where expert knowledge is not readily available for a system, learning proper actions without a priori knowledge is often more necessary in the real world. This research seeks to develop a learning engine to learn the proper adaptations to repair problems in systems. Specifically, through the use of reinforcement learning methods it is possible for a system to learn the proper actions by actually trying out actions and seeing how well they do. I will compare Q-learning, SARSA, and actor-critic learning on our RAINBOW simulated system. Each of these algorithms works differently on most data, so learning which is best. Since they approach reinforcement learning in a different way, comparing the success rate and speed of the algorithms on various scenarios will lead us to useful conclusions about their efficacy. My research aims to clarify the benefits and costs associated with these algorithms.",,Carnegie Mellon,Computer Science
2006,Adaptive LAN-to-Host Multicast: Optimizing End System Multicast via LAN Multicast Integration,"The Carnegie Mellon End System Multicast (ESM) group has developed and is improving upon a technology to stream video/audio data over the Internet using peer-to-peer technology. It has been proposed that current streaming protocols can be improved upon by allowing end hosts that tune into a given stream to forward that stream to other end hosts, enabling a bandwidth savings to the streaming source by distributing the cost of deployment among the end users. Many problems still remain in the contexts of robustness, resilience, and scalability. Currently, we encounter a problem when attempting to stream within a LAN using the ESM tree when we compare it to a widely used protocol, IP Multicast. In the former approach, multiple streams are forwarded within a LAN, namely one for each sender-recipient pair in ESM. By integrating IP multicast on the LAN, however, we can reduce the cost of an individual LAN by allowing for one stream to propagate throughout the entire LAN once a certain threshold of users is reached. The threshold at which to make this change, however, is unclear, and the improvements from this modified approach are yet to be measured. My research will focus on implementing this new approach and answering these questions.",Alumni Award for Undergraduate Excellence,Carnegie Mellon,Computer Science
2006,A Comparative Genomics Approach to Identifying the Plasticity Transcriptome,"The aim of this project is to use computational methods to analyze the set of genes expressed in response to neural activity. When a neuron receives a stimulus from seizure or learning and memory, the amount of certain proteins that the cell produces increases through a mechanism called gene expression. This change is governed by the binding of transcription factors to DNA at specific sequences near the gene. Using a probabilistic model and a comparison between human and mouse, we identified a set of genes with CREB, zif268, and AP-1 transcription factor binding sequences. The presence of those sequences are known in many cases increase gene expression and protein amount. This set genes provides information about the role of the transcription factors as well as a resource for biologists looking to build specific networks of protein activation. We found that the transcription factors CREB and zif268 are likely to bind near genes involved in regulatory networks and the change of neuron structure. These results are compared to studies of gene expression following seizure. This work is a crucial first step in using computational methods to study learning and memory at the level of the neuron.",,Carnegie Mellon,Computer Science
2006,Toward Efficient Proof Search for Linear Logic,"Linear logic is a refinement of a mathematical logic that disallows weakening and contraction. This enables linear logic to treat propositions as resources that are part of a state and are generated and consumed, thus allowing modeling of state. Linear logic is useful in any realm that deals with reasoning about state; this includes planning problems and verification of hardware, software, and security protocols. We demonstrate various methods for improving the speed of an automated deduction system for linear logic: filtering of sequents, exploitation of a recently developed notion of left or right propositional bias, and use of a weighting heuristic for fact selection. Each of these methods reduces the number of facts and iterations required by the prover to find a proof of a given theorem. Finally, we demonstrate that the resulting reduction in facts and iterations translates into a significant clock-time speedup, improving suitability for the various applications outlined above.",,Carnegie Mellon,Computer Science
2006,Event Representation in Knowledge Systems with Context Hierarchies,"Scone is a high-performance, open-source knowledge-base system intended for use as a component in many different software applications. The Scone architecture supports contexts, which allows efficient representation and reasoning about different states of the knowledge base. Events and actions are particular types of knowledge involving mulitple world-states. The thesis is intended to present a flexible and powerful event representation that may be used in natural language processing, plan reasoning and generation. The use of contexts in representing events will allow efficient reasoning, while the use of background knowledge will allow better verb understanding in natural language. The general event representation will have two associated contexts representing the before and after states of the world (or the preconditions and effects of the event). Events, like other entities in Scone, will be a part of a multiple inheritance network, allowing a specific type of event to be instances of many types. The virtual copy semantics of Scone, allows fast and efficient inheritance and reasoning of the before and after contexts. Compound events, or plans, involve a more complex interaction between the contexts of events. A sequential plan requires certain contexts to be merged, and certain roles to be unified. Again, Scone allows efficient ways of representing compound events. The thesis will explore the representation of plans and possible uses of it with different software applications.",,Carnegie Mellon,Computer Science
2006,The Impact of Abandonment in Multi-Class Priority Queues,"Scheduling in web applications has been successful and is an important technique used for improving the performance of web servers, routers, and other web applications. Many applications of different scheduling policies have been studied, such as time-sharing, and size-based policies, however most studies have assumed that users are infinitely patient. This is not true in practice, where congestion leads to user frustration, and eventual abandonment (such as hitting the reload button where opening a website). Abandonment may cause problems for many scheduling policies, because when a job abandons, any work performed on it so far is lost (wasted). If abandonment is controlled then less service will be wasted, and jobs that complete will have lower response times. Abandonment is typically dealt with using admission control, by allowing a maximum number of jobs in the system at a given time, and rejecting any jobs that arrive while the system is full. Even in simple queuing models analyzing the effects of abandonment is difficult under many scheduling policies. As a result we limit our focus to m-class priority queues and develop simple approximations that characterize the effects on performance of abandonment both with and without admission control. In addition to mathematical analysis, we are using simulation to validate the accuracy of these approximations.",,Carnegie Mellon,Computer Science
2006,Active Data Structures and Applications to Dynamic and Kinetic Algorithms,"Dynamic alogorithms are a class of algorithms proven particularly challenging to design, analyze and implement. These algorithms maintain the input and output relationship as the input undergoes changes. Unfortunately, most known techniques for designing and implementing such algorithms are very complex, as suggested by the minuscule number of successful implementations. Self-Adjusting Computation, a recent development that combines algorithmic and programming-languages techniques, has helped simplify the task of algorithms engineering for dynamic algorithms and create new possibilities in kinetic algorithms. To this end, I conjecture that problem in many domains can be solved more efficiently if the self-adjusting framework is supplemented with external data structures that perform orthogonally to the core system. As my thesis, I propose to investigate a class of data structures, akin to the retroactive data structures [Demaine '04], and incorporate it to the existing framework. This incorporation is expected to create new frontiers in efficient algorithm dynamization. Concrete examples include: dynamic/kinetic 3D convex hull and dynamic shortest-path.",Allen Newell Award for Excellence in Undergraduate Research,Carnegie Mellon,Computer Science
2006,Analyzing Mobile Sensor Placement for Distributed Object Tracking,"Mobile sensor networks have a variety of applications in security and surveillance. One of the most important considerations for such a mobile sensor network is the problem of how to distribute the sensors to maximize coverage of the space to be monitored and detection of targets. Here we compare several strategies for positioning of mobile sensors, including: stationary sensor placement, sensors that rotate in place, mobile sensors moving between predefined waypoints, and an active search. The active search is a strategy where the mobile sensors repeatedly move to the edge of the recently viewed space in order to view areas which have either not yet been observed, or which have not been observed in a certain amount of time. Data from previous target observations is used to learn a model of target motion, which can be used to predict target movements and areas that targets may be likely to appear. Tests are performed in simulation in order to evaluate the effectiveness of the different sensor positioning strategies and sensor models.",,Carnegie Mellon,Computer Science
2006,Covert Multi-Party Computation,"We introduce an extension of {\it covert two-party computation} (as introducted by von Ahn, Hopper, Langford in 2005), to multiple parties. {\it Covert computation} is a stronger notion of security than standard secure computation. Like standard secure multi-party computation, covert multi-party computation allow $n$ parties with secret $x_1$ through $x_n$ respectively, to compute a function $f(x_1,\dots,x_n)$ without leaking any additional information about their inputs. In addition, covert multi-party computation guarantees that even the existence of a computation is hidden from all protocol participants unless the value of the function mandates otehrwise. This allows the construction of protocols that return $f(x_1,\dots,x_n)$ only when it equals a certain value of interest (such as ``Yes, we want to collude with each other'') but for which {\em no party can determine whether anyone else even ran the protocol whenever $f(x_1,\dots,x_n)$ is not a value of interest.} Since existing techniques for secure function evaluation always reveal that both parties participate in the computation, covert computation requires the introduction of new techniques based on provably secure steganography. We introduce two plausible security definitions for covert multi-party computation and show that the first is too strong, but that its relaxation can be achieved by a general protocol.",,Carnegie Mellon,Computer Science
2007,Gaussian Naive Bayes Classifier with Smooth Basis Functions,"We explore another way to identify human mental states using the data from fMRI machine. An fMRI machine measures the changes in blood oxygenation level, which is also known as hemodynamic responses (HDR). Since a hemodynamic response corresponds to a blood flow, it is convincing that fMRI data should have smoothness property. In this thesis, we extend the traditional Gaussian Naive Bayes classifier by adding smooth basis functions into the calculation to capture the smoothness property of fMRI data. After some experiments, we do not see a statistically significant improvement by using basis functions. However, we investigate further into the questions why using basis functions did not help and in what cases where using basis functions could improve the classification.",,Carnegie Mellon,Computer Science
2007,Autonomous Discovery of Landmark Objects,"The goal of this project is to develop a method by which an autonomous mobile robot can discover and learn representations and locations for immobile, landmark objects within an unknown environment. These landmark objects are large, rigid objects within the environment which remain in relatively fixed locations and can later be used for localization or navigation. Examples of such landmark objects include furniture and large decorations such as paintings. This project attempts to bridge the gap between the problems of autonomous mapping and object recognition in mobile robots. Current mapping algorithms are able to robustly learn the physical structure of an environment and use it for localization, but are unable to learn about the higher level structure, such as which parts of the structure belong to individual objects. Additionally, existing object recognition methods work very well when given a good set of training images describing the objects to be recognized, but there are not many methods for easily obtaining such training sets. By having a mobile robot autonomously discover landmark objects we would be able to simultaneously learn about the higher level structure of the environment and obtain data which can be used by existing object recognition methods. This allows the robot to automatically learn about critical objects within the environment it has to work in, eliminating the requirement for any pre-programmed obj! ect recognition databases or environment maps.",Allen Newell Award for Excellence in Undergraduate Research,Carnegie Mellon,Computer Science
2007,Manipulation of Objects Using an AIBO,"The Sony AIBO robot is built like a dog, having four limbs, a head and a tail. Typically, all four limbs are used in locomotion, while the head is used to look at and grasp objects. The general approach to the AIBO's grasping an object requires positioning the object between the forelimbs, then grasping it with the head. However, present techniques involve specialized routines written for specific object shapes and domains (e.g., ball manipulation in RoboSoccer), where a fixed set of key-frames or fixed motion sequences are developed, which the AIBO performs without feedback, much like acting out a pre-defined script. This approach is difficult to generalize, and thus the AIBO is unable to adapt to new situations. This research focuses on general methods that will allow an AIBO to manipulate classes of objects, such as boxes, spheres, and cylinders. The manipulation techniques will be as general as possible, so as to allow the AIBO to act on a variety of objects. In particular, visual feedback will be used to guide the AIBO as it performs the desired action. This allows the AIBO to adapt to changing circumstances and subtle differences in the objects being manipulated.",,Carnegie Mellon,Computer Science
2007,Proof Triangles: Toward a Formal Theory of Mathematical Understanding,"Humans have developed great proficiency at creatively tackling mathematical problems. We seek to develop a computational model which encompasses many features of the human problem solving process. As a basic primitive for this model we have developed an object which we call a ""proof triangle"". A proof triangle for a theorem can be thought of as a triangle which has mathematical statements written on it. On its base the formal systems proof is written, and at the apex of the triangle are very short hints. The rest of the triangle is filled with more detailed hints which lead to a derivation of the formal proof. These objects encompass the knowledge required to guide an algorithm or human trying to solve the problem at hand, but not all information in a triangle may be required information. In addition to providing a formal definition of a proof triangle system, we also develop formal definitions for concepts such as analogies and the extent to which an algorithm understands a theorem T and a proof P of the theorem. Our definitions approach these ideas from a complexity theoretic standpoint. We believe such methods will be useful in studying the broader problem of ""understanding understanding.""",,Carnegie Mellon,Computer Science
